V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
83.739,0.707293,3.10487,0.707293,All
83.8937,0.708292,3.10572,0.708292,All
83.9656,0.709291,3.12722,0.709291,All
84.0086,0.71029,3.12734,0.71029,All
84.1338,0.711289,3.16626,0.711289,All
84.2587,0.712288,3.16822,0.712288,All
84.3043,0.713287,3.17625,0.713287,All
84.3481,0.714286,3.19139,0.714286,All
84.4005,0.715285,3.19932,0.715285,All
84.4402,0.716284,3.20321,0.716284,All
84.4787,0.717283,3.2147,0.717283,All
84.5828,0.718282,3.22211,0.718282,All
84.7406,0.719281,3.22463,0.719281,All
85.0564,0.72028,3.2311,0.72028,All
85.1914,0.721279,3.23255,0.721279,All
85.2236,0.722278,3.23617,0.722278,All
85.2296,0.723277,3.24845,0.723277,All
85.5138,0.724276,3.25488,0.724276,All
85.5315,0.725275,3.25628,0.725275,All
85.5889,0.726274,3.2748,0.726274,All
85.9424,0.727273,3.28647,0.727273,All
85.9743,0.728272,3.28698,0.728272,All
86.0292,0.729271,3.29368,0.729271,All
86.2241,0.73027,3.29645,0.73027,All
86.3899,0.731269,3.29681,0.731269,All
86.4421,0.732268,3.30026,0.732268,All
86.569,0.733267,3.3219,0.733267,All
86.6652,0.734266,3.33755,0.734266,All
86.8035,0.735265,3.34484,0.735265,All
87.3026,0.736264,3.35111,0.736264,All
87.3522,0.737263,3.3562,0.737263,All
87.4505,0.738262,3.36077,0.738262,All
87.521,0.739261,3.38453,0.739261,All
87.5883,0.74026,3.38545,0.74026,All
87.8198,0.741259,3.40678,0.741259,All
87.8878,0.742258,3.40977,0.742258,All
87.9684,0.743257,3.417,0.743257,All
88.0038,0.744256,3.42109,0.744256,All
88.2478,0.745255,3.42218,0.745255,All
88.3309,0.746254,3.43005,0.746254,All
88.5507,0.747253,3.44986,0.747253,All
88.6288,0.748252,3.48005,0.748252,All
88.8017,0.749251,3.48175,0.749251,All
88.8635,0.75025,3.48354,0.75025,All
88.9506,0.751249,3.48396,0.751249,All
89.0746,0.752248,3.48945,0.752248,All
89.2288,0.753247,3.49194,0.753247,All
89.3208,0.754246,3.49502,0.754246,All
89.5346,0.755245,3.51111,0.755245,All
89.5847,0.756244,3.52176,0.756244,All
89.7509,0.757243,3.52184,0.757243,All
89.7622,0.758242,3.52558,0.758242,All
89.874,0.759241,3.52768,0.759241,All
89.9036,0.76024,3.53338,0.76024,All
90.0034,0.761239,3.55846,0.761239,All
90.0972,0.762238,3.56488,0.762238,All
90.2498,0.763237,3.58334,0.763237,All
90.465,0.764236,3.60406,0.764236,All
90.4913,0.765235,3.639,0.765235,All
90.5271,0.766234,3.64161,0.766234,All
90.5507,0.767233,3.64899,0.767233,All
90.704,0.768232,3.65077,0.768232,All
90.7337,0.769231,3.65284,0.769231,All
90.7481,0.77023,3.66354,0.77023,All
91.0124,0.771229,3.67258,0.771229,All
91.0331,0.772228,3.68566,0.772228,All
91.3481,0.773227,3.68913,0.773227,All
91.416,0.774226,3.69387,0.774226,All
91.4453,0.775225,3.71642,0.775225,All
91.467,0.776224,3.72889,0.776224,All
91.5601,0.777223,3.73659,0.777223,All
91.9568,0.778222,3.74023,0.778222,All
91.9863,0.779221,3.74755,0.779221,All
92.141,0.78022,3.75075,0.78022,All
92.2139,0.781219,3.75876,0.781219,All
92.5417,0.782218,3.76327,0.782218,All
92.5949,0.783217,3.82822,0.783217,All
92.7035,0.784216,3.86425,0.784216,All
92.8517,0.785215,3.8747,0.785215,All
93.2121,0.786214,3.88468,0.786214,All
93.2644,0.787213,3.88751,0.787213,All
93.4006,0.788212,3.88781,0.788212,All
93.5111,0.789211,3.88911,0.789211,All
93.5617,0.79021,3.89443,0.79021,All
93.7065,0.791209,3.91208,0.791209,All
94.0454,0.792208,3.91989,0.792208,All
94.0868,0.793207,3.92921,0.793207,All
94.2868,0.794206,3.95273,0.794206,All
